"BN","School_Year","Start_Date","Overall_Rating","Indicator_1.1","Indicator_1.2","Indicator_1.3","Indicator_1.4","Indicator_1.5","Indicator_1.6","Indicator_1.7","IndicatorOverall_1","Indicator_2.1","Indicator_2.2","Indicator_2.3","Indicator_2.4","Indicator_2.5","Indicator_2.6","Indicator_2.7","IndicatorOverall_2","Indicator_3.1","Indicator_3.2","Indicator_3.3","Indicator_3.4","Indicator_3.5","Indicator_3.6","Indicator_3.7","Indicator_3.8","IndicatorOverall_3","Indicator_4.1","Indicator_4.2","Indicator_4.3","Indicator_4.4","Indicator_4.5","Indicator_4.6","Indicator_4.7","IndicatorOverall_4","Indicator_5.1","Indicator_5.2","Indicator_5.3","Indicator_5.4","Indicator_5.5","Indicator_5.6","Indicator_5.7","IndicatorOverall_5"
"X121","2017-18","43214","No Data","P","D","P","P","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X127","2017-18","43108","No Data","P","P","WD","P","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","P","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X175","2017-18","43074","No Data","WD","P","P","WD","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","D","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X180","2017-18","43181","No Data","P","P","WD","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X270","2017-18","43207","No Data","P","D","P","P","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X275","2017-18","43228","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X290","2017-18","43068","No Data","P","D","WD","WD","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X357","2017-18","43038","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X370","2017-18","43235","No Data","P","P","WD","P","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","WD","No Data","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X462","2017-18","43125","No Data","P","WD","WD","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","D","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X481","2017-18","43130","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","No Data","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X483","2017-18","43172","No Data","P","P","WD","P","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X514","2017-18","43039","No Data","WD","P","WD","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","WD","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X532","2017-18","43053","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X542","2017-18","43053","No Data","P","P","WD","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","P","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X545","2017-18","43201","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","WD","WD","No Data","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X556","2017-18","43132","No Data","P","P","WD","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","P","WD","No Data","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X566","2017-18","43158","No Data","WD","P","WD","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","WD","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X567","2017-18","43019","No Data","D","P","P","P","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X047","2017-18","43116","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X057","2017-18","43165","No Data","P","D","P","P","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","P","D","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X134","2017-18","43166","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X190","2017-18","43082","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X211","2017-18","43160","No Data","D","P","P","WD","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","D","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X212","2017-18","43241","No Data","D","D","P","D","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","P","D","No Data","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X214","2017-18","43025","No Data","WD","P","WD","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X217","2017-18","43236","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X251","2017-18","43200","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","WD","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X286","2017-18","43243","No Data","WD","D","WD","D","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X341","2017-18","43230","No Data","P","D","D","D","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","D","No Data","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X480","2017-18","43025","No Data","D","D","P","P","No Data","No Data","No Data","No Data","No Data","D","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X511","2017-18","43215","No Data","P","P","WD","WD","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","P","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X531","2017-18","43235","No Data","WD","P","WD","P","No Data","No Data","No Data","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","WD","No Data","No Data","No Data","No Data","No Data","WD","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
"X691","2017-18","43103","No Data","WD","P","P","P","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","P","P","No Data","No Data","No Data","No Data","No Data","No Data","P","No Data","No Data","No Data","No Data","No Data","No Data","No Data"
